team,player,gms_played,min_played,usage_pct,fgm,fga,fg_pct,two_pt_m,two_pt_att,two_pt_pct,eff_fg_pct,ftm,fta,ft_pct,ft_rate,pts
PHO,Landry Shamet,69,1437,16.8,2.8,7,0.394,1,2.2,0.45,0.521,1,1.2,0.84,0.167,8.3
PHO,JaVale McGee,74,1172,22.8,3.9,6.2,0.629,3.9,6.1,0.637,0.631,1.4,2,0.699,0.319,9.2
PHO,Deandre Ayton,58,1713,21.4,7.6,12,0.634,7.5,11.7,0.642,0.639,1.8,2.4,0.746,0.204,17.2
PHO,Chris Paul,65,2139,19.7,5.6,11.3,0.493,4.6,8.3,0.559,0.536,2.6,3.1,0.837,0.274,14.7
PHO,Jae Crowder,67,1886,14.6,3.2,8.1,0.399,1.3,2.7,0.503,0.516,1.1,1.3,0.789,0.165,9.4
PHO,Cameron Johnson,66,1730,17.5,4.2,9.2,0.46,1.7,3.3,0.523,0.596,1.5,1.7,0.86,0.188,12.5
POR,Elijah Hughes,36,434,16.7,1.3,3.75,0.3565,0.6,1.25,0.52,0.461,0.2,0.25,0.8335,0.0695,3.45
POR,Kris Dunn,14,336,18.3,3.1,7.3,0.431,3.1,6.5,0.473,0.436,1.2,1.3,0.944,0.176,7.6
POR,Jusuf Nurkić,56,1579,23.6,5.7,10.7,0.535,5.5,9.7,0.563,0.548,3.3,4.8,0.69,0.447,15
POR,Dennis Smith Jr.,37,638,18.2,2.1,5.1,0.418,2,4.4,0.451,0.434,1.1,1.7,0.656,0.339,5.6
POR,Brandon Williams,24,640,25.9,4.4,11.8,0.372,3.1,7.3,0.42,0.427,2.8,4,0.701,0.344,12.9
POR,Keljin Blevins,31,349,16.5,1.1,3.6,0.306,0.4,1.3,0.333,0.401,0.2,0.4,0.545,0.099,3.1
POR,Greg Brown III,48,640,17.2,1.7,4,0.426,1.3,2.7,0.481,0.476,0.9,1.4,0.677,0.342,4.7
POR,Anfernee Simons,57,1681,24.8,6.2,14,0.443,3.1,6.2,0.49,0.555,1.8,2,0.888,0.146,17.3
POR,Nassir Little,42,1088,15.8,3.5,7.5,0.46,2.2,3.8,0.584,0.541,1.6,2.2,0.734,0.298,9.8
POR,Drew Eubanks,71,1245,17.5,3.95,6.4,0.587,3.85,6.05,0.6125,0.5935,1.5,1.95,0.7655,0.369,9.6
POR,CJ Elleby,58,1174,14.8,2.1,5.3,0.393,1.4,3.1,0.462,0.453,1,1.4,0.714,0.273,5.8
POR,Cody Zeller,27,355,15.9,1.9,3.3,0.567,1.9,3.2,0.593,0.567,1.4,1.8,0.776,0.544,5.2
POR,Ben McLemore,64,1285,21.3,3.4,8.4,0.401,1,1.9,0.533,0.541,1.1,1.4,0.818,0.163,10.2
POR,Damian Lillard,29,1056,29.3,7.7,19,0.402,4.5,9.2,0.485,0.486,5.5,6.2,0.878,0.328,24
POR,Cameron McGriff,3,46,14,1.7,4.7,0.357,1,2.7,0.375,0.429,0.7,0.7,1,0.143,4.7
POR,Trendon Watford,48,869,17.6,3,5.6,0.532,2.8,4.8,0.581,0.549,1.5,2,0.755,0.352,7.6
POR,Jarron Cumberland,3,12,7.2,0.3,0.7,0.5,0.3,0.3,1,0.5,0,0,,0,0.7
SAC,Jahmi'us Ramsey,19,134,22.2,1.3,3.1,0.414,1,2.1,0.475,0.457,0.4,0.7,0.5,0.241,3.2
SAC,De'Aaron Fox,59,2084,29.1,8.7,18.5,0.473,7.5,14.3,0.524,0.506,4.4,5.9,0.75,0.319,23.2
SAC,Chimezie Metu,60,1279,18.5,3.4,7.5,0.452,2.4,4.4,0.555,0.516,1.2,1.5,0.78,0.203,8.9
SAC,Emmanuel Mudiay,2,11,18.6,0,1,0,0,1,0,0,1.5,2,0.75,2,1.5
SAC,Alex Len,39,620,17.1,2.4,4.5,0.534,2.3,4,0.568,0.551,1.1,1.6,0.651,0.358,6
SAC,Davion Mitchell,75,2076,20.6,4.7,11.2,0.418,3.3,7,0.48,0.477,0.7,1.1,0.659,0.101,11.5
SAC,Richaun Holmes,45,1074,15.8,4.4,6.7,0.66,4.4,6.6,0.664,0.663,1.6,2,0.778,0.3,10.4
SAC,Neemias Queta,15,120,18.4,1.1,2.5,0.447,1.1,2.5,0.447,0.447,0.7,1.1,0.647,0.447,3
SAC,Robert Woodard II,12,42,18.3,0.2,1.3,0.125,0.1,1,0.083,0.156,0.2,0.2,1,0.125,0.6
SAC,Maurice Harkless,47,863,11.2,1.8,3.9,0.459,1.1,1.7,0.65,0.544,0.4,0.6,0.714,0.155,4.6
SAC,Damian Jones,56,1017,16.2,3.1,4.8,0.658,2.9,4.2,0.696,0.677,1.7,2.3,0.718,0.492,8.1
SAC,Louis King,10,104,21.2,1.5,4.7,0.319,0.7,2,0.35,0.404,0.7,1,0.7,0.213,4.5
SAC,Terence Davis,30,536,25.6,3.8,8.9,0.423,2.1,3.9,0.542,0.515,1.2,1.5,0.818,0.165,10.4
SAC,Harrison Barnes,77,2580,18.8,5.1,10.8,0.469,3.2,6.2,0.525,0.554,4.4,5.4,0.826,0.495,16.4
SAC,Ade Murkey,1,1,0,0,0,,0,0,,,0,0,,,0
SAS,Doug McDermott,51,1223,18.3,4.2,9.1,0.462,2.1,4.1,0.512,0.578,0.8,1,0.784,0.11,11.3
SAS,Lonnie Walker IV,70,1612,23.6,4.4,10.9,0.407,2.9,5.9,0.487,0.48,1.7,2.1,0.784,0.194,12.1
SAS,Joshua Primo,50,965,15.4,2,5.4,0.374,1.2,2.7,0.444,0.452,0.9,1.2,0.746,0.219,5.8
SAS,Tre Jones,69,1148,15.6,2.4,4.9,0.49,2.3,4.2,0.542,0.504,1,1.3,0.78,0.268,6
SAS,Dejounte Murray,68,2366,27.3,8.4,18.3,0.462,7,13.9,0.504,0.5,2.9,3.6,0.794,0.199,21.1
SAS,Keldon Johnson,75,2392,21.3,6.3,13.5,0.466,4.2,8.2,0.51,0.545,2.4,3.1,0.756,0.231,17
SAS,Devin Vassell,71,1937,18.9,4.6,10.8,0.427,2.7,5.4,0.492,0.516,1.2,1.4,0.838,0.13,12.3
SAS,Jakob Poeltl,68,1970,18.3,6,9.8,0.618,6,9.7,0.618,0.619,1.4,2.8,0.495,0.287,13.5
SAS,Devontae Cacok,15,121,12.9,1.4,2.1,0.677,1.4,2.1,0.677,0.677,0.3,0.5,0.571,0.226,3.1
SAS,Joe Wieskamp,29,205,13.1,0.7,1.9,0.357,0.2,0.4,0.462,0.482,0.2,0.4,0.538,0.232,2.1
SAS,Anthony Lamb,2,8,10.6,0,1,0,0,0,,0,0,0,,0,0
SAS,Jaylen Morris,3,16,23.1,0,2,0,0,1.3,0,0,0.7,1.3,0.5,0.667,0.7
SAS,Jock Landale,54,589,18.1,1.9,3.8,0.495,1.3,2.1,0.626,0.566,0.6,0.8,0.829,0.201,4.9
SAS,Keita Bates-Diop,59,957,14.8,2.3,4.5,0.517,2,3.5,0.572,0.549,0.8,1,0.754,0.232,5.7
SAS,Thaddeus Young,52,845,17.55,2.7,5.2,0.5215,2.35,4.3,0.5485,0.551,0.45,0.9,0.468,0.18,6.2
SAS,Zach Collins,28,502,19.2,2.7,5.5,0.49,2.2,4.1,0.544,0.535,1.9,2.3,0.8,0.419,7.8
TOR,Chris Boucher,80,1690,17.8,3.4,7.2,0.464,2.5,4.4,0.575,0.523,1.9,2.4,0.777,0.334,9.4
TOR,Isaac Bonga,15,69,11.5,0.2,0.9,0.231,0.1,0.6,0.222,0.269,0.3,0.5,0.625,0.615,0.8
TOR,Justin Champagnie,36,281,12,0.9,1.9,0.463,0.6,1.1,0.538,0.537,0.3,0.3,1,0.134,2.3
TOR,Daniel Oturu,3,27,13,1,2,0.5,1,1.7,0.6,0.5,1,1.7,0.6,0.833,3
TOR,Tremont Waters,3,50,13.7,1.25,4,0.375,0.75,1.75,0.4165,0.4165,0,0,,0,3
TOR,Gary Trent Jr.,70,2448,21.8,6.4,15.5,0.414,3.4,7.7,0.445,0.511,2.5,2.9,0.853,0.188,18.3
TOR,Sam Dekker,1,1,0,0,0,,0,0,,,0,0,,,0
TOR,Scottie Barnes,74,2617,19,6.2,12.6,0.492,5.4,10,0.543,0.524,2.1,2.9,0.735,0.231,15.3
TOR,Precious Achiuwa,73,1725,18.5,3.6,8.3,0.439,2.9,6.1,0.468,0.486,1.1,1.8,0.595,0.217,9.1
TOR,David Johnson,2,2,21.4,0,0.5,0,0,0,,0,0,0,,0,0
TOR,Malachi Flynn,44,537,16.5,1.6,4.2,0.393,1,2.1,0.452,0.475,0.3,0.5,0.625,0.131,4.3
TOR,Yuta Watanabe,38,445,16.8,1.5,3.6,0.406,0.8,1.6,0.492,0.504,0.6,1.1,0.6,0.29,4.3
TOR,D.J. Wilson,4,54,17,2.8,3.8,0.733,2.8,3.3,0.846,0.733,2,2.5,0.8,0.667,7.5
TOR,Svi Mykhailiuk,56,716,16.9,1.6,4.2,0.389,0.9,1.8,0.5,0.476,0.6,0.7,0.865,0.158,4.6
TOR,OG Anunoby,48,1728,20.5,6.4,14.5,0.443,4,7.9,0.511,0.526,1.9,2.5,0.754,0.169,17.1
TOR,Pascal Siakam,68,2578,25.8,8.8,17.8,0.494,7.7,14.5,0.527,0.525,4.2,5.6,0.749,0.314,22.8
TOR,Dalano Banton,64,696,16.9,1.3,3.2,0.411,1.1,2.4,0.464,0.443,0.4,0.7,0.591,0.218,3.2
TOR,Fred VanVleet,65,2462,23.7,6.8,16.9,0.403,3.1,7,0.44,0.513,3,3.4,0.874,0.202,20.3
TOR,Khem Birch,55,991,11.2,1.8,3.6,0.485,1.8,3.4,0.522,0.485,1,1.3,0.746,0.355,4.5
UTA,Zylan Cheatham,1,5,26.1,0,3,0,0,1,0,0,0,0,,0,0
UTA,Trent Forrest,60,765,12.8,1.3,2.6,0.49,1.2,2.1,0.555,0.506,0.6,0.8,0.792,0.31,3.3
UTA,Rudy Gobert,66,2120,16.9,5.5,7.7,0.713,5.5,7.6,0.718,0.713,4.6,6.7,0.69,0.864,15.6
UTA,Royce O'Neale,77,2406,9.9,2.6,5.8,0.457,1.1,1.8,0.609,0.591,0.6,0.7,0.804,0.126,7.4
UTA,Donovan Mitchell,67,2266,32.9,9.2,20.5,0.448,5.7,10.8,0.533,0.533,4,4.7,0.853,0.227,25.9
UTA,Jordan Clarkson,79,2141,26.8,5.9,14.1,0.419,3.5,6.5,0.535,0.504,1.8,2.2,0.828,0.156,16
UTA,Bojan Bogdanović,69,2131,23.7,6.1,13.4,0.455,3.5,6.7,0.524,0.552,3.2,3.8,0.858,0.28,18.1
UTA,Udoka Azubuike,17,195,14.7,2.2,2.9,0.755,2.2,2.9,0.755,0.755,0.4,0.6,0.545,0.224,4.7
UTA,Miye Oni,16,44,10.3,0.1,0.6,0.222,0.1,0.1,1,0.278,0,0.1,0,0.111,0.3
UTA,Eric Paschall,58,737,17.7,2,4.1,0.485,1.3,2.2,0.583,0.57,1.1,1.5,0.767,0.366,5.8
UTA,Jared Butler,42,360,23.1,1.5,3.6,0.404,0.8,1.5,0.524,0.497,0.3,0.4,0.688,0.106,3.8
UTA,Rudy Gay,55,1038,19.3,2.9,6.9,0.414,1.6,3.2,0.494,0.507,1.1,1.4,0.785,0.208,8.1
UTA,Norvel Pelle,3,19,16,1,1.7,0.6,1,1.7,0.6,0.6,0,0,,0,2
UTA,Mike Conley,72,2058,20.9,4.8,11,0.435,2.4,5.2,0.464,0.542,1.8,2.3,0.796,0.205,13.7
UTA,Joe Ingles,45,1122,13.2,2.6,6.3,0.404,0.8,1.3,0.617,0.54,0.4,0.5,0.773,0.077,7.2
UTA,Hassan Whiteside,65,1162,17.1,3.3,5.1,0.652,3.3,5.1,0.652,0.652,1.6,2.6,0.623,0.506,8.2
WAS,Rui Hachimura,42,943,20.9,4.5,9.1,0.491,3.1,6.1,0.512,0.563,1.1,1.6,0.697,0.173,11.3
WAS,Anthony Gill,44,463,14.4,1.4,2.5,0.569,1.1,1.9,0.578,0.633,1,1.2,0.808,0.477,4.1
WAS,Deni Avdija,82,1984,16.3,3,7.1,0.432,2,3.9,0.525,0.503,1.3,1.7,0.757,0.235,8.4
WAS,Kyle Kuzma,66,2204,24.2,6.4,14.2,0.452,4.5,8.5,0.526,0.52,2.4,3.3,0.712,0.234,17.1
WAS,Kentavious Caldwell-Pope,77,2329,19,4.7,10.8,0.435,2.6,5.5,0.48,0.531,1.8,2,0.89,0.186,13.2
WAS,Daniel Gafford,72,1444,16.7,4,5.7,0.693,4,5.7,0.695,0.693,1.5,2.1,0.699,0.372,9.4
WAS,Corey Kispert,77,1801,14.6,3,6.7,0.455,1.6,2.5,0.629,0.564,0.7,0.8,0.871,0.121,8.2
WAS,Thomas Bryant,27,439,18.7,2.9,5.5,0.52,2.4,3.9,0.613,0.561,1.3,1.5,0.875,0.27,7.4
WAS,Raul Neto,70,1372,18.4,2.9,6.3,0.463,2.4,4.6,0.526,0.502,1.2,1.5,0.769,0.245,7.5
WAS,Jordan Goodwin,2,6,22.2,0,1.5,0,0,1,0,0,0,0,,0,0
WAS,Cassius Winston,7,39,18,0.6,1.6,0.364,0.3,0.7,0.4,0.455,0.6,0.6,1,0.364,2
WAS,Joel Ayayi,7,20,13.3,0.1,0.9,0.167,0.1,0.7,0.2,0.167,0,0,,0,0.3
WAS,Jaime Echenique,1,3,0,0,0,,0,0,,,0,0,,,0
WAS,Jordan Schakel,4,30,19.1,0.3,2.8,0.091,0,1.3,0,0.136,0.5,0.5,1,0.182,1.3
WAS,Bradley Beal,40,1439,30.8,8.7,19.3,0.451,7.1,14,0.508,0.492,4.2,5.1,0.833,0.263,23.2
WAS,Isaiah Todd,12,74,19.6,0.6,2.2,0.269,0.3,0.8,0.3,0.346,0.2,0.5,0.333,0.231,1.7
WAS,Craig Sword,3,19,11.7,1,1.3,0.75,1,1,1,0.75,0,0,,0,2
