draft_yr,player,draft_pick,season,age,tm,lg,pos,gms_played,gms_start,min_gm,fgm,fga,fg_pct,thr_pm,thr_pa,thr_pct,two_pm,two_pa,two_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,fouls,pts,,
2006,Andrea Bargnani,1,2014-15,29,NYK,NBA,C,29,22,27.1,5.7,12.4,0.454,0.5,1.4,0.366,5.1,11,0.466,0.475,3,3.7,0.813,1.1,3.3,4.4,1.6,0.1,0.9,1.4,1.8,14.8,,
2006,Andrea Bargnani,1,2015-16,30,BRK,NBA,C,46,0,13.8,2.8,6.1,0.455,0.1,0.3,0.188,2.7,5.7,0.471,0.461,1,1.2,0.825,0.6,1.5,2.1,0.4,0.1,0.2,0.6,1.3,6.6,,
2006,Andrea Bargnani,1,2016-17,31,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,
2006,LaMarcus Aldridge,2,2006-07,21,POR,NBA,C,63,22,22.1,3.8,7.6,0.503,0,0,0,3.8,7.6,0.505,0.503,1.3,1.8,0.722,2.3,2.7,5,0.4,0.3,1.2,0.7,3,9,,
2006,LaMarcus Aldridge,2,2007-08,22,POR,NBA,PF,76,76,34.9,7.4,15.3,0.484,0,0.1,0.143,7.4,15.2,0.486,0.484,3,3.9,0.762,2.9,4.7,7.6,1.6,0.7,1.2,1.7,3.2,17.8,,
2006,LaMarcus Aldridge,2,2008-09,23,POR,NBA,PF,81,81,37.1,7.4,15.3,0.484,0.1,0.3,0.25,7.3,15,0.489,0.486,3.2,4.1,0.781,2.9,4.6,7.5,1.9,1,1,1.5,2.6,18.1,,
2006,LaMarcus Aldridge,2,2009-10,24,POR,NBA,PF,78,78,37.5,7.4,15,0.495,0.1,0.2,0.313,7.4,14.8,0.498,0.497,2.9,3.9,0.757,2.5,5.6,8,2.1,0.9,0.6,1.3,3,17.9,,
2006,LaMarcus Aldridge,2,2010-11,25,POR,NBA,PF,81,81,39.6,8.7,17.5,0.5,0,0.3,0.174,8.7,17.2,0.505,0.501,4.3,5.5,0.791,3.4,5.3,8.8,2.1,1,1.2,1.9,2.7,21.8,,
2006,LaMarcus Aldridge,2,2011-12,26,POR,NBA,PF,55,55,36.3,8.8,17.1,0.512,0,0.2,0.182,8.7,16.9,0.516,0.513,4.1,5,0.814,2.7,5.3,8,2.4,0.9,0.8,2,2.8,21.7,,
2006,LaMarcus Aldridge,2,2012-13,27,POR,NBA,PF,74,74,37.7,8.6,17.8,0.484,0,0.2,0.143,8.6,17.6,0.488,0.485,3.8,4.7,0.81,2.4,6.7,9.1,2.6,0.8,1.2,1.9,2.5,21.1,,
2006,LaMarcus Aldridge,2,2013-14,28,POR,NBA,PF,69,69,36.2,9.4,20.6,0.458,0,0.2,0.2,9.4,20.4,0.461,0.459,4.3,5.2,0.822,2.4,8.7,11.1,2.6,0.9,1,1.8,2.1,23.2,,
2006,LaMarcus Aldridge,2,2014-15,29,POR,NBA,PF,71,71,35.4,9.3,19.9,0.466,0.5,1.5,0.352,8.8,18.5,0.475,0.479,4.3,5.1,0.845,2.5,7.7,10.2,1.7,0.7,1,1.7,1.8,23.4,,
2006,LaMarcus Aldridge,2,2015-16,30,SAS,NBA,PF,74,74,30.6,7.2,14.1,0.513,0,0.2,0,7.2,13.9,0.521,0.513,3.5,4.1,0.858,2.4,6.2,8.5,1.5,0.5,1.1,1.3,2,18,,
2006,LaMarcus Aldridge,2,2016-17,31,SAS,NBA,PF,72,72,32.4,6.9,14.6,0.477,0.3,0.8,0.411,6.6,13.8,0.48,0.488,3.1,3.8,0.812,2.4,4.9,7.3,1.9,0.6,1.2,1.4,2.2,17.3,,
2006,LaMarcus Aldridge,2,2017-18,32,SAS,NBA,C,75,75,33.5,9.2,18,0.51,0.4,1.2,0.293,8.8,16.7,0.526,0.52,4.5,5.3,0.837,3.3,5.2,8.5,2,0.6,1.2,1.5,2.1,23.1,,
2006,LaMarcus Aldridge,2,2018-19,33,SAS,NBA,C,81,81,33.2,8.4,16.3,0.519,0.1,0.5,0.238,8.3,15.8,0.528,0.522,4.3,5.1,0.847,3.1,6.1,9.2,2.4,0.5,1.3,1.8,2.2,21.3,,
2006,LaMarcus Aldridge,2,2019-20,34,SAS,NBA,C,53,53,33.1,7.4,15,0.493,1.2,3,0.389,6.2,12,0.519,0.532,3,3.6,0.827,1.9,5.5,7.4,2.4,0.7,1.6,1.4,2.4,18.9,,
2006,LaMarcus Aldridge,2,2020-21,35,TOT,NBA,C,26,23,25.9,5.4,11.4,0.473,1.2,3.1,0.388,4.2,8.3,0.505,0.525,1.6,1.8,0.872,0.7,3.8,4.5,1.9,0.4,1.1,1,1.8,13.5,,
2006,LaMarcus Aldridge,2,2020-21,35,SAS,NBA,C,21,18,25.9,5.5,11.8,0.464,1.3,3.6,0.36,4.2,8.2,0.509,0.518,1.5,1.8,0.838,0.8,3.7,4.5,1.7,0.4,0.9,1,1.7,13.7,,
2006,LaMarcus Aldridge,2,2020-21,35,BRK,NBA,C,5,5,26,5,9.6,0.521,0.8,1,0.8,4.2,8.6,0.488,0.563,2,2,1,0.4,4.4,4.8,2.6,0.6,2.2,1.4,2.2,12.8,,
2006,LaMarcus Aldridge,2,2021-22,36,BRK,NBA,C,47,12,22.3,5.4,9.7,0.55,0.3,1,0.304,5.1,8.8,0.578,0.566,1.9,2.2,0.873,1.6,3.9,5.5,0.9,0.3,1,0.9,1.7,12.9,,
2006,Adam Morrison,3,2006-07,22,CHA,NBA,PF,78,23,29.8,4.6,12.1,0.376,1.1,3.3,0.337,3.4,8.8,0.391,0.422,1.5,2.2,0.71,0.7,2.3,2.9,2.1,0.4,0.1,1.7,2.3,11.8,,
2006,Adam Morrison,3,2007-08,23,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,
2006,Adam Morrison,3,2008-09,24,TOT,NBA,SF,52,5,13.7,1.5,4.3,0.359,0.6,1.8,0.333,0.9,2.4,0.378,0.43,0.3,0.4,0.739,0.3,1.2,1.5,0.8,0.2,0.1,0.6,1.5,4,,
2006,Adam Morrison,3,2008-09,24,CHA,NBA,SF,44,5,15.2,1.7,4.8,0.36,0.7,2.1,0.337,1,2.7,0.378,0.434,0.4,0.5,0.762,0.4,1.3,1.6,0.9,0.2,0.1,0.7,1.7,4.5,,
2006,Adam Morrison,3,2008-09,24,LAL,NBA,SF,8,0,5.5,0.5,1.5,0.333,0.1,0.5,0.25,0.4,1,0.375,0.375,0.1,0.3,0.5,0.3,0.8,1,0.4,0,0,0.4,0.5,1.3,,
2006,Adam Morrison,3,2009-10,25,LAL,NBA,SF,31,0,7.8,1,2.7,0.376,0.2,0.7,0.238,0.9,2.1,0.422,0.406,0.2,0.3,0.625,0.3,0.7,1,0.6,0.1,0.1,0.3,0.5,2.4,,
2006,Adam Morrison,3,2010-11,26,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,
2006,Tyrus Thomas,4,2006-07,20,CHI,NBA,PF,72,4,13.4,1.9,3.9,0.475,0,0,0,1.9,3.9,0.479,0.475,1.5,2.4,0.606,1.2,2.5,3.7,0.6,0.6,1.1,1.3,2.3,5.2,,
2006,Tyrus Thomas,4,2007-08,21,CHI,NBA,PF,74,27,18,2.5,5.9,0.423,0,0.1,0.167,2.5,5.9,0.426,0.424,1.7,2.4,0.741,1.4,3.2,4.6,1.2,0.6,1,1,2.3,6.8,,
2006,Tyrus Thomas,4,2008-09,22,CHI,NBA,PF,79,61,27.5,3.9,8.6,0.451,0,0.1,0.333,3.9,8.5,0.453,0.453,3,3.8,0.783,1.9,4.6,6.4,1,1.2,1.9,1.6,2.8,10.8,,
2006,Tyrus Thomas,4,2009-10,23,TOT,NBA,CPF,54,3,22.6,3.6,7.8,0.462,0,0.1,0,3.6,7.7,0.465,0.462,2.2,3.2,0.686,1.5,4.7,6.2,1,1.2,1.6,1.7,2.4,9.4,,
2006,Tyrus Thomas,4,2009-10,23,CHI,NBA,PF,29,3,23.4,3.4,7.1,0.483,0,0,0,3.4,7,0.485,0.483,2,3.1,0.644,1.4,4.9,6.3,1.1,1.4,1.7,1.8,2.2,8.8,,
2006,Tyrus Thomas,4,2009-10,23,CHA,NBA,C,25,0,21.7,3.8,8.6,0.442,0,0.1,0,3.8,8.5,0.446,0.442,2.5,3.4,0.729,1.6,4.5,6.1,0.9,0.9,1.5,1.6,2.6,10.1,,
2006,Tyrus Thomas,4,2010-11,24,CHA,NBA,C,41,2,21,3.8,8.1,0.471,0,0.1,0,3.8,8,0.476,0.471,2.6,3.3,0.787,1.6,3.9,5.5,0.7,0.7,1.6,1.6,2.8,10.2,,
2006,Tyrus Thomas,4,2011-12,25,CHA,NBA,PF,54,30,18.8,2.2,6.1,0.367,0,0.1,0.333,2.2,6,0.367,0.369,1.2,1.5,0.759,0.9,2.8,3.7,0.6,0.7,1.1,1,2.7,5.6,,
2006,Tyrus Thomas,4,2012-13,26,CHA,NBA,PF,26,2,13.8,1.8,5.2,0.353,0.1,0.3,0.375,1.7,4.9,0.352,0.364,1,1.2,0.839,0.6,1.7,2.3,0.7,0.5,0.6,0.7,2,4.8,,
2006,Tyrus Thomas,4,2014-15,28,MEM,NBA,PF,2,0,3.5,0.5,0.5,1,0,0,0,0.5,0.5,1,1,1,1,1,0,0,0,0.5,0,0,0,0,2,,
2006,Shelden Williams,5,2006-07,23,ATL,NBA,PF,81,31,18.7,2,4.5,0.455,0,0,0.5,2,4.5,0.454,0.458,1.4,1.8,0.764,1.6,3.8,5.4,0.5,0.6,0.5,1.2,2.5,5.5,,
2006,Shelden Williams,5,2007-08,24,TOT,NBA,PF,64,0,12.1,1.4,3.3,0.434,0,0,0,1.4,3.3,0.438,0.434,1.1,1.6,0.676,1.1,2.1,3.2,0.3,0.3,0.3,0.5,1.7,4,,
2006,Shelden Williams,5,2007-08,24,ATL,NBA,PF,36,0,11.5,1,2.8,0.37,0,0,0,1,2.8,0.374,0.37,1,1.4,0.686,0.9,2,3,0.3,0.4,0.3,0.4,1.7,3,,
2006,Shelden Williams,5,2007-08,24,SAC,NBA,PF,28,0,12.9,2,4,0.491,0,0,0,2,4,0.495,0.491,1.3,1.9,0.667,1.2,2.3,3.5,0.3,0.3,0.4,0.8,1.8,5.2,,
2006,Shelden Williams,5,2008-09,25,TOT,NBA,PF,45,0,11.4,1.6,3.5,0.446,0,0,0,1.6,3.4,0.452,0.446,1,1.4,0.73,1.1,2.3,3.4,0.3,0.5,0.4,0.8,1.4,4.1,,
2006,Shelden Williams,5,2008-09,25,SAC,NBA,PF,30,0,10.2,1.3,3,0.449,0,0.1,0,1.3,2.9,0.46,0.449,1.1,1.4,0.762,0.8,1.8,2.6,0.3,0.4,0.3,0.9,1.2,3.7,,
2006,Shelden Williams,5,2008-09,25,MIN,NBA,PF,15,0,13.8,2,4.5,0.441,0,0,0,2,4.5,0.441,0.441,0.9,1.4,0.667,1.6,3.4,5,0.3,0.7,0.5,0.5,1.9,4.9,,
2006,Shelden Williams,5,2009-10,26,BOS,NBA,PF,54,0,11.1,1.2,2.2,0.521,0,0,0,1.2,2.2,0.525,0.521,1.4,1.8,0.765,0.9,1.8,2.7,0.4,0.2,0.4,0.6,1.6,3.7,,
2006,Shelden Williams,5,2010-11,27,TOT,NBA,PF,59,38,15.4,1.7,3.7,0.468,0,0,0,1.7,3.7,0.468,0.468,1,1.3,0.773,1.6,3.1,4.6,0.5,0.4,0.4,0.7,2.1,4.5,,
2006,Shelden Williams,5,2010-11,27,DEN,NBA,PF,42,32,17,2,4.3,0.453,0,0,0,2,4.3,0.453,0.453,0.8,1.1,0.739,1.8,3.5,5.3,0.5,0.4,0.5,0.9,2.2,4.7,,
2006,Shelden Williams,5,2010-11,27,NYK,NBA,PF,17,6,11.6,1.2,2.3,0.538,0,0,0,1.2,2.3,0.538,0.538,1.4,1.7,0.828,1.1,1.8,2.9,0.8,0.3,0.2,0.4,2,3.9,,
2006,Shelden Williams,5,2011-12,28,NJN,NBA,C,58,35,22,1.7,3.5,0.478,0,0,0,1.7,3.5,0.478,0.478,1.3,1.8,0.731,2.4,3.6,6,0.6,0.8,0.7,1.1,2.6,4.6,,
2006,Mouhamed Sene,10,2006-07,20,SEA,NBA,C,28,3,6,0.6,1.8,0.367,0,0,0,0.6,1.8,0.367,0.367,0.6,1,0.586,0.6,1,1.6,0,0.1,0.4,0.4,1.2,1.9,,
2006,Mouhamed Sene,10,2007-08,21,SEA,NBA,C,13,0,4.8,0.8,1.8,0.458,0,0,0,0.8,1.8,0.458,0.458,0.6,1.3,0.471,0.5,0.7,1.2,0.1,0,0.5,0,0.7,2.3,,
2006,Mouhamed Sene,10,2008-09,22,TOT,NBA,C,6,0,4.8,1,1.5,0.667,0,0,0,1,1.5,0.667,0.667,1.3,1.7,0.8,0.8,1.5,2.3,0,0.2,0.5,0.7,0.3,3.3,,
2006,Mouhamed Sene,10,2008-09,22,OKC,NBA,C,5,0,4.6,1,1.4,0.714,0,0,0,1,1.4,0.714,0.714,1.4,1.8,0.778,0.6,1.2,1.8,0,0.2,0.4,0.6,0.4,3.4,,
2006,Mouhamed Sene,10,2008-09,22,NYK,NBA,C,1,0,6,1,2,0.5,0,0,0,1,2,0.5,0.5,1,1,1,2,3,5,0,0,1,1,0,3,,
2006,Cedric Simmons,15,2006-07,21,NOK,NBA,PF,43,4,12.4,1.3,3.1,0.417,0,0,0,1.3,3.1,0.417,0.417,0.4,0.8,0.485,1,1.5,2.5,0.3,0.2,0.5,0.5,1.7,2.9,,
2006,Cedric Simmons,15,2007-08,22,TOT,NBA,PF,14,0,6.2,0.3,1,0.286,0,0,0,0.3,1,0.286,0.286,0,0.7,0,0.4,0.9,1.3,0,0.1,0.4,0.4,0.6,0.6,,
2006,Cedric Simmons,15,2007-08,22,CLE,NBA,PF,7,0,9.7,0.3,0.9,0.333,0,0,0,0.3,0.9,0.333,0.333,0,1.1,0,0.7,1.4,2.1,0,0.3,0.7,0.6,1,0.6,,
2006,Cedric Simmons,15,2007-08,22,CHI,NBA,PF,7,0,2.7,0.3,1.1,0.25,0,0,0,0.3,1.1,0.25,0.25,0,0.3,0,0.1,0.3,0.4,0,0,0,0.3,0.1,0.6,,
2006,Cedric Simmons,15,2008-09,23,TOT,NBA,PF,18,0,4.7,0.6,1.4,0.44,0,0,0,0.6,1.4,0.44,0.44,0.4,0.9,0.438,0.3,0.6,0.9,0.1,0.1,0.2,0.1,0.4,1.6,,
2006,Cedric Simmons,15,2008-09,23,CHI,NBA,PF,11,0,5.5,1,1.9,0.524,0,0,0,1,1.9,0.524,0.524,0.5,1.3,0.429,0.4,0.7,1.1,0.2,0.1,0.4,0,0.5,2.5,,
2006,Cedric Simmons,15,2008-09,23,SAC,NBA,PF,7,0,3.3,0,0.6,0,0,0,0,0,0.6,0,0,0.1,0.3,0.5,0.1,0.4,0.6,0,0,0,0.3,0.3,0.1,,
2006,Joel Freeland,30,2012-13,25,POR,NBA,PF,51,1,9.4,1.1,2.8,0.408,0,0,0,1.1,2.8,0.408,0.408,0.4,0.5,0.667,0.8,1.5,2.3,0.3,0.3,0.2,0.4,1.3,2.6,,
2006,Joel Freeland,30,2013-14,26,POR,NBA,C,52,0,14,1.5,3.1,0.475,0,0,0,1.5,3.1,0.481,0.475,0.4,0.6,0.69,1.7,2.3,4,0.7,0.2,0.4,0.6,1.8,3.3,,
2006,Joel Freeland,30,2014-15,27,POR,NBA,C,48,8,12.9,1.5,3.1,0.49,0,0,0,1.5,3.1,0.49,0.49,0.4,0.5,0.84,1.3,2.7,4,0.3,0.2,0.5,0.5,1.9,3.5,,
2006,Alexander Johnson,45,2006-07,23,MEM,NBA,PF,59,19,12.8,1.5,2.9,0.538,0,0,0,1.5,2.9,0.538,0.538,1.3,2,0.661,0.8,2.2,3.1,0.3,0.4,0.6,0.8,2.3,4.4,,
2006,Alexander Johnson,45,2007-08,24,MIA,NBA,PF,43,6,12.8,1.4,2.9,0.488,0,0,0,1.4,2.9,0.488,0.488,1.3,1.9,0.687,0.7,1.4,2.2,0.3,0.3,0.2,1,1.9,4.2,,
2006,Will Blalock,60,2006-07,23,DET,NBA,PG,14,0,11.9,0.6,2.1,0.3,0.1,0.4,0.2,0.6,1.8,0.32,0.317,0.4,0.4,1,0.4,0.6,1.1,1.2,0.4,0,0.9,0.6,1.8,,
2007,Greg Oden,1,2007-08,20,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,
2007,Greg Oden,1,2008-09,21,POR,NBA,C,61,39,21.5,3.2,5.8,0.564,0,0,0,3.2,5.8,0.564,0.564,2.4,3.7,0.637,2.8,4.2,7,0.5,0.4,1.1,1.4,3.9,8.9,,
2007,Greg Oden,1,2009-10,22,POR,NBA,C,21,21,23.9,4.4,7.2,0.605,0,0,0,4.4,7.2,0.605,0.605,2.3,3,0.766,3,5.4,8.5,0.9,0.4,2.3,1.9,4,11.1,,
2007,Greg Oden,1,2010-11,23,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,
2007,Greg Oden,1,2011-12,24,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,
2007,Greg Oden,1,2012-13,25,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,
2007,Greg Oden,1,2013-14,26,MIA,NBA,C,23,6,9.2,1.2,2.1,0.551,0,0,0,1.2,2.1,0.551,0.551,0.6,1,0.565,1,1.3,2.3,0,0.3,0.6,0.5,2.3,2.9,,
2007,Kevin Durant,2,2007-08,19,SEA,NBA,SG,80,80,34.6,7.3,17.1,0.43,0.7,2.6,0.288,6.6,14.5,0.455,0.451,4.9,5.6,0.873,0.9,3.5,4.4,2.4,1,0.9,2.9,1.5,20.3,,
2007,Kevin Durant,2,2008-09,20,OKC,NBA,SF,74,74,39,8.9,18.8,0.476,1.3,3.1,0.422,7.6,15.7,0.486,0.51,6.1,7.1,0.863,1,5.5,6.5,2.8,1.3,0.7,3,1.8,25.3,,
2007,Kevin Durant,2,2009-10,21,OKC,NBA,SF,82,82,39.5,9.7,20.3,0.476,1.6,4.3,0.365,8.1,16.1,0.506,0.514,9.2,10.2,0.9,1.3,6.3,7.6,2.8,1.4,1,3.3,2.1,30.1,,
2007,Kevin Durant,2,2010-11,22,OKC,NBA,SF,78,78,38.9,9.1,19.7,0.462,1.9,5.3,0.35,7.3,14.4,0.504,0.509,7.6,8.7,0.88,0.7,6.1,6.8,2.7,1.1,1,2.8,2,27.7,,
2007,Kevin Durant,2,2011-12,23,OKC,NBA,SF,66,66,38.6,9.7,19.7,0.496,2,5.2,0.387,7.7,14.4,0.535,0.547,6.5,7.6,0.86,0.6,7.4,8,3.5,1.3,1.2,3.8,2,28,,
2007,Kevin Durant,2,2012-13,24,OKC,NBA,SF,81,81,38.5,9,17.7,0.51,1.7,4.1,0.416,7.3,13.6,0.539,0.559,8.4,9.3,0.905,0.6,7.3,7.9,4.6,1.4,1.3,3.5,1.8,28.1,,
2007,Kevin Durant,2,2013-14,25,OKC,NBA,SF,81,81,38.5,10.5,20.8,0.503,2.4,6.1,0.391,8.1,14.8,0.549,0.56,8.7,9.9,0.873,0.7,6.7,7.4,5.5,1.3,0.7,3.5,2.1,32,,
2007,Kevin Durant,2,2014-15,26,OKC,NBA,SF,27,27,33.8,8.8,17.3,0.51,2.4,5.9,0.403,6.4,11.4,0.565,0.578,5.4,6.3,0.854,0.6,6,6.6,4.1,0.9,0.9,2.7,1.5,25.4,,
2007,Kevin Durant,2,2015-16,27,OKC,NBA,SF,72,72,35.8,9.7,19.2,0.505,2.6,6.7,0.387,7.1,12.5,0.569,0.573,6.2,6.9,0.898,0.6,7.6,8.2,5,1,1.2,3.5,1.9,28.2,,
2007,Kevin Durant,2,2016-17,28,GSW,NBA,PF,62,62,33.4,8.9,16.5,0.537,1.9,5,0.375,7,11.5,0.608,0.594,5.4,6.2,0.875,0.6,7.6,8.3,4.8,1.1,1.6,2.2,1.9,25.1,,
2007,Kevin Durant,2,2017-18,29,GSW,NBA,SF,68,68,34.2,9.3,18,0.516,2.5,6.1,0.419,6.7,11.9,0.565,0.586,5.3,5.9,0.889,0.5,6.4,6.8,5.4,0.7,1.8,3,2,26.4,,
2007,Kevin Durant,2,2018-19,30,GSW,NBA,SF,78,78,34.6,9.2,17.7,0.521,1.8,5,0.353,7.5,12.8,0.587,0.571,5.7,6.5,0.885,0.4,5.9,6.4,5.9,0.7,1.1,2.9,2,26,,
2007,Kevin Durant,2,2019-20,31,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,
2007,Kevin Durant,2,2020-21,32,BRK,NBA,PF,35,32,33.1,9.3,17.2,0.537,2.4,5.4,0.45,6.8,11.8,0.577,0.608,6,6.8,0.882,0.4,6.7,7.1,5.6,0.7,1.3,3.4,2,26.9,,
2007,Kevin Durant,2,2021-22,33,BRK,NBA,PF,55,55,37.2,10.5,20.3,0.518,2.1,5.5,0.383,8.4,14.8,0.568,0.57,6.8,7.4,0.91,0.5,6.9,7.4,6.4,0.9,0.9,3.5,2.1,29.9,,
2007,Kevin Durant,2,2022-23,34,TOT,NBA,PFSF,47,47,35.6,10.3,18.3,0.56,2,4.9,0.404,8.3,13.4,0.617,0.614,6.5,7.1,0.919,0.4,6.3,6.7,5,0.7,1.4,3.3,2.1,29.1,,
2007,Kevin Durant,2,2022-23,34,BRK,NBA,PF,39,39,36,10.5,18.8,0.559,1.8,4.8,0.376,8.7,14,0.622,0.607,6.8,7.3,0.934,0.4,6.4,6.7,5.3,0.8,1.5,3.5,2.4,29.7,,
2007,Kevin Durant,2,2022-23,34,PHO,NBA,SF,8,8,33.6,9.1,16,0.57,2.8,5.1,0.537,6.4,10.9,0.586,0.656,5,6,0.833,0.4,6,6.4,3.5,0.3,1.3,2.5,0.9,26,,
2007,Al Horford,3,2007-08,21,ATL,NBA,C,81,77,31.4,4.1,8.2,0.499,0,0.1,0,4.1,8.2,0.502,0.499,1.9,2.6,0.731,3.1,6.6,9.7,1.5,0.7,0.9,1.7,3.3,10.1,,
2007,Al Horford,3,2008-09,22,ATL,NBA,C,67,67,33.5,4.7,8.9,0.525,0,0,0,4.7,8.9,0.526,0.525,2.2,3.1,0.727,2.2,7.1,9.3,2.4,0.8,1.4,1.5,2.8,11.5,,
2007,Al Horford,3,2009-10,23,ATL,NBA,C,81,81,35.1,5.8,10.5,0.551,0,0,1,5.8,10.4,0.551,0.552,2.6,3.3,0.789,2.9,7,9.9,2.3,0.7,1.1,1.5,2.8,14.2,,
2007,Al Horford,3,2010-11,24,ATL,NBA,C,77,77,35.1,6.7,12,0.557,0,0.1,0.5,6.6,11.9,0.557,0.558,1.9,2.4,0.798,2.4,7,9.3,3.5,0.8,1,1.5,2.5,15.3,,
2007,Al Horford,3,2011-12,25,ATL,NBA,C,11,11,31.6,5.2,9.4,0.553,0,0.1,0,5.2,9.3,0.559,0.553,2,2.7,0.733,2.4,4.6,7,2.2,0.9,1.3,1.5,1.9,12.4,,
2007,Al Horford,3,2012-13,26,ATL,NBA,C,74,74,37.2,7.8,14.3,0.543,0,0.1,0.5,7.7,14.2,0.544,0.545,1.8,2.8,0.644,2.6,7.6,10.2,3.2,1.1,1.1,2,2.2,17.4,,
2007,Al Horford,3,2013-14,27,ATL,NBA,C,29,29,33,8.2,14.5,0.567,0.1,0.4,0.364,8.1,14.1,0.572,0.571,2,2.9,0.682,2.3,6.1,8.4,2.6,0.9,1.5,2.2,1.9,18.6,,
2007,Al Horford,3,2014-15,28,ATL,NBA,C,76,76,30.5,6.8,12.7,0.538,0.1,0.5,0.306,6.7,12.2,0.547,0.544,1.4,1.9,0.759,1.7,5.4,7.2,3.2,0.9,1.3,1.3,1.6,15.2,,
2007,Al Horford,3,2015-16,29,ATL,NBA,C,82,82,32.1,6.5,12.8,0.505,1.1,3.1,0.344,5.4,9.7,0.557,0.547,1.3,1.6,0.798,1.8,5.5,7.3,3.2,0.8,1.5,1.3,2,15.2,,
2007,Al Horford,3,2016-17,30,BOS,NBA,C,68,68,32.3,5.6,11.8,0.473,1.3,3.6,0.355,4.3,8.2,0.524,0.527,1.6,2,0.8,1.4,5.4,6.8,5,0.8,1.3,1.7,2,14,,
2007,Al Horford,3,2017-18,31,BOS,NBA,C,72,72,31.6,5.1,10.5,0.489,1.3,3.1,0.429,3.8,7.3,0.514,0.553,1.3,1.7,0.783,1.4,5.9,7.4,4.7,0.6,1.1,1.8,1.9,12.9,,
2007,Al Horford,3,2018-19,32,BOS,NBA,C,68,68,29,5.7,10.6,0.535,1.1,3,0.36,4.6,7.6,0.604,0.586,1.1,1.4,0.821,1.8,5,6.7,4.2,0.9,1.3,1.5,1.9,13.6,,
2007,Al Horford,3,2019-20,33,PHI,NBA,C,67,61,30.2,4.8,10.6,0.45,1.5,4.2,0.35,3.3,6.4,0.516,0.52,0.9,1.2,0.763,1.5,5.3,6.8,4,0.8,0.9,1.2,2.1,11.9,,
2007,Al Horford,3,2020-21,34,OKC,NBA,C,28,28,27.9,5.8,12.9,0.45,2,5.4,0.368,3.8,7.4,0.51,0.528,0.6,0.8,0.818,1,5.7,6.7,3.4,0.9,0.9,1,1.7,14.2,,
2007,Al Horford,3,2021-22,35,BOS,NBA,C,69,69,29.1,3.9,8.2,0.467,1.3,3.8,0.336,2.6,4.4,0.582,0.546,1.2,1.4,0.842,1.6,6.1,7.7,3.4,0.7,1.3,0.9,1.9,10.2,,
2007,Al Horford,3,2022-23,36,BOS,NBA,C,63,63,30.5,3.6,7.6,0.476,2.3,5.2,0.446,1.3,2.4,0.539,0.627,0.2,0.3,0.714,1.2,5,6.2,3,0.5,1,0.6,1.9,9.8,,
2007,Mike Conley,4,2007-08,20,MEM,NBA,PG,53,46,26.1,3.6,8.3,0.428,0.6,1.7,0.33,3,6.6,0.453,0.462,1.7,2.3,0.732,0.4,2.2,2.6,4.2,0.8,0,1.7,1.6,9.4,,
2007,Mike Conley,4,2008-09,21,MEM,NBA,PG,82,61,30.6,3.9,8.9,0.442,1.1,2.6,0.406,2.9,6.3,0.458,0.503,2,2.4,0.817,0.3,3.1,3.4,4.3,1.1,0.1,1.7,1.8,10.9,,
2007,Mike Conley,4,2009-10,22,MEM,NBA,PG,80,80,32.1,4.6,10.4,0.445,1,2.7,0.387,3.6,7.7,0.464,0.494,1.7,2.3,0.743,0.4,2,2.4,5.3,1.4,0.2,2.1,2.2,12,,
